date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:13:45	16450/16450	---M-Z	200	added ('OK')	text/css	date:Thu,%2001%20Apr%202021%2016:52:42%20GMT	http://zwin.io/html/viaje/assets/css/themify-icons.css	D:/project/Travelss/zwin.io/html/viaje/assets/css/themify-icons.css	(from http://zwin.io/html/viaje/index.html)
12:13:46	28101/28101	---M-Z	200	added ('OK')	text/css	date:Thu,%2001%20Apr%202021%2016:52:27%20GMT	http://zwin.io/html/viaje/assets/css/line-awesome.min.css	D:/project/Travelss/zwin.io/html/viaje/assets/css/line-awesome.min.css	(from http://zwin.io/html/viaje/index.html)
12:13:46	31000/31000	---M-Z	200	added ('OK')	text/css	date:Thu,%2001%20Apr%202021%2016:52:25%20GMT	http://zwin.io/html/viaje/assets/css/font-awesome.min.css	D:/project/Travelss/zwin.io/html/viaje/assets/css/font-awesome.min.css	(from http://zwin.io/html/viaje/index.html)
12:13:46	178023/178023	---M-Z	200	added ('OK')	text/css	date:Thu,%2001%20Apr%202021%2016:52:40%20GMT	http://zwin.io/html/viaje/assets/css/style.css	D:/project/Travelss/zwin.io/html/viaje/assets/css/style.css	(from http://zwin.io/html/viaje/index.html)
12:13:47	52412/52412	---M-Z	200	added ('OK')	text/css	date:Thu,%2001%20Apr%202021%2016:52:40%20GMT	http://zwin.io/html/viaje/assets/css/responsive.css	D:/project/Travelss/zwin.io/html/viaje/assets/css/responsive.css	(from http://zwin.io/html/viaje/index.html)
12:13:48	3422/3422	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2014:01:54%20GMT	http://zwin.io/html/viaje/assets/img/others/signup-shape.png	D:/project/Travelss/zwin.io/html/viaje/assets/img/others/signup-shape.png	(from http://zwin.io/html/viaje/index.html)
12:13:49	43524/43524	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2006:13:50%20GMT	http://zwin.io/html/viaje/tour-details.html	D:/project/Travelss/zwin.io/html/viaje/tour-details.html	(from http://zwin.io/html/viaje/index.html)
12:13:50	11745/11745	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2013:59:06%20GMT	http://zwin.io/html/viaje/assets/img/sticky-logo.png	D:/project/Travelss/zwin.io/html/viaje/assets/img/sticky-logo.png	(from http://zwin.io/html/viaje/index.html)
12:13:50	47279/47279	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2006:13:51%20GMT	http://zwin.io/html/viaje/home02.html	D:/project/Travelss/zwin.io/html/viaje/home02.html	(from http://zwin.io/html/viaje/index.html)
12:13:50	58146/58146	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2006:13:52%20GMT	http://zwin.io/html/viaje/home03.html	D:/project/Travelss/zwin.io/html/viaje/home03.html	(from http://zwin.io/html/viaje/index.html)
12:13:51	70041/70041	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2006:13:52%20GMT	http://zwin.io/html/viaje/home04.html	D:/project/Travelss/zwin.io/html/viaje/home04.html	(from http://zwin.io/html/viaje/index.html)
12:13:51	63058/63058	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2006:13:53%20GMT	http://zwin.io/html/viaje/home05.html	D:/project/Travelss/zwin.io/html/viaje/home05.html	(from http://zwin.io/html/viaje/index.html)
12:13:52	11040/11040	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2013:59:05%20GMT	http://zwin.io/html/viaje/assets/img/logo.png	D:/project/Travelss/zwin.io/html/viaje/assets/img/logo.png	(from http://zwin.io/html/viaje/index.html)
12:13:52	31615/31615	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2006:13:53%20GMT	http://zwin.io/html/viaje/about.html	D:/project/Travelss/zwin.io/html/viaje/about.html	(from http://zwin.io/html/viaje/index.html)
12:13:52	33937/33937	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2006:13:54%20GMT	http://zwin.io/html/viaje/tour-list.html	D:/project/Travelss/zwin.io/html/viaje/tour-list.html	(from http://zwin.io/html/viaje/index.html)
12:13:53	33489/33489	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2006:13:54%20GMT	http://zwin.io/html/viaje/tour-list02.html	D:/project/Travelss/zwin.io/html/viaje/tour-list02.html	(from http://zwin.io/html/viaje/index.html)
12:13:53	31529/31529	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2006:13:54%20GMT	http://zwin.io/html/viaje/tour-list03.html	D:/project/Travelss/zwin.io/html/viaje/tour-list03.html	(from http://zwin.io/html/viaje/index.html)
12:13:53	32430/32430	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2006:13:55%20GMT	http://zwin.io/html/viaje/destination-list.html	D:/project/Travelss/zwin.io/html/viaje/destination-list.html	(from http://zwin.io/html/viaje/index.html)
12:13:54	26610/26610	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2006:13:55%20GMT	http://zwin.io/html/viaje/destination-list02.html	D:/project/Travelss/zwin.io/html/viaje/destination-list02.html	(from http://zwin.io/html/viaje/index.html)
12:13:54	41273/41273	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2006:13:56%20GMT	http://zwin.io/html/viaje/destination-details.html	D:/project/Travelss/zwin.io/html/viaje/destination-details.html	(from http://zwin.io/html/viaje/index.html)
12:13:55	23700/23700	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2006:13:56%20GMT	http://zwin.io/html/viaje/gallery.html	D:/project/Travelss/zwin.io/html/viaje/gallery.html	(from http://zwin.io/html/viaje/index.html)
12:13:55	23868/23868	---M-Z	200	added ('OK')	text/html	date:Wed,%2001%20Feb%202023%2006:13:57%20GMT	http://zwin.io/html/viaje/gallery-details.html	D:/project/Travelss/zwin.io/html/viaje/gallery-details.html	(from http://zwin.io/html/viaje/index.html)
12:13:56	116068/116068	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Mar%202020%2014:01:55%20GMT	http://zwin.io/html/viaje/assets/img/others/signup.png	D:/project/Travelss/zwin.io/html/viaje/assets/img/others/signup.png	(from http://zwin.io/html/viaje/index.html)
